activity,androidx.drawerlayout.widget.DrawerLayout,drawer_layout
item_connection_list,ImageView,icon_mime
item_connection_list,ImageView,icon_thumb
item_connection_list,LinearLayout,line2
item_connection_list,TextView,title
item_connection_list,ImageView,icon1
item_connection_list,TextView,summary
item_doc_app_list,TextView,button_popup
item_doc_app_list,FrameLayout,icon
item_doc_app_list,dev.dworks.apps.anexplorer.ui.CircleImage,icon_mime_background
item_doc_app_list,ImageView,icon_mime
item_doc_app_list,ImageView,icon_thumb
item_doc_app_list,LinearLayout,line2
item_doc_app_list,ImageView,icon1
item_doc_app_list,TextView,size
item_doc_app_list,TextView,date
item_doc_app_list,TextView,title
item_doc_app_list,TextView,summary
item_doc_grid,ImageView,icon_thumb
item_doc_grid,TextView,button_popup
item_doc_grid,dev.dworks.apps.anexplorer.ui.CircleImage,icon_mime_background
item_doc_grid,ImageView,icon_mime
item_doc_grid,LinearLayout,line1
item_doc_grid,LinearLayout,line2
item_doc_grid,TextView,title
item_doc_grid,ImageView,icon1
item_doc_grid,TextView,date
item_doc_grid,TextView,size
item_doc_grid,ImageView,icon2
item_doc_list,TextView,button_popup
item_doc_list,FrameLayout,icon
item_doc_list,dev.dworks.apps.anexplorer.ui.CircleImage,icon_mime_background
item_doc_list,ImageView,icon_mime
item_doc_list,ImageView,icon_thumb
item_doc_list,LinearLayout,line2
item_doc_list,TextView,title
item_doc_list,ImageView,icon1
item_doc_list,TextView,date
item_doc_list,TextView,size
item_doc_list,TextView,summary
item_doc_process_list,TextView,button_popup
item_doc_process_list,FrameLayout,icon
item_doc_process_list,dev.dworks.apps.anexplorer.ui.CircleImage,icon_mime_background
item_doc_process_list,ImageView,icon_mime
item_doc_process_list,ImageView,icon_thumb
item_doc_process_list,LinearLayout,line2
item_doc_process_list,TextView,title
item_doc_process_list,ImageView,icon1
item_doc_process_list,TextView,summary
item_doc_process_list,TextView,size
item_doc_process_list,TextView,date
item_gallery,dev.dworks.apps.anexplorer.ui.RecyclerViewPlus,recyclerview
item_gallery,TextView,recents
item_home,androidx.cardview.widget.CardView,card_view
item_home,FrameLayout,action_layout
item_home,ImageView,icon
item_home,TextView,title
item_home,dev.dworks.apps.anexplorer.ui.NumberProgressBar,progress
item_home,TextView,summary
item_home,ImageButton,action
item_loading_grid,dev.dworks.apps.anexplorer.ui.MaterialProgressBar,progressBar
item_loading_list,dev.dworks.apps.anexplorer.ui.MaterialProgressBar,progressBar
item_message_grid,ImageView,icon
item_message_grid,TextView,title
item_message_header,FrameLayout,background
item_message_header,TextView,title
item_message_list,TextView,title
item_message_list,ImageView,icon
item_queue,ImageView,button_popup
item_queue,FrameLayout,icon
item_queue,dev.dworks.apps.anexplorer.ui.CircleImage,icon_mime_background
item_queue,ImageView,icon_mime
item_queue,ImageView,icon_thumb
item_queue,LinearLayout,line2
item_queue,TextView,title
item_queue,ImageView,icon1
item_queue,TextView,summary
item_recent,ImageView,icon_thumb
item_recent,dev.dworks.apps.anexplorer.ui.CircleImage,icon_mime_background
item_recent,ImageView,icon_mime
item_root,ImageView,icon
item_root,TextView,title
item_root,dev.dworks.apps.anexplorer.ui.NumberProgressBar,progress
item_root,TextView,summary
item_root_header,TextView,title
item_shortcuts,dev.dworks.apps.anexplorer.ui.CircleImage,icon_background
item_shortcuts,ImageView,icon
item_shortcuts,TextView,title
item_subdir,ImageView,subdir
item_subdir,TextView,title
item_subdir_title,TextView,title
layout_app_feedback,androidx.cardview.widget.CardView,background
layout_app_feedback,ImageView,icon
layout_app_feedback,LinearLayout,line2
layout_app_feedback,TextView,title
layout_app_feedback,ImageView,action_close
layout_app_feedback,TextView,summary
layout_app_feedback,androidx.legacy.widget.Space,spacer
layout_app_feedback,Button,action_feedback
layout_app_feedback,Button,action_rate
layout_app_feedback,Button,action_support
layout_color_preference,TextView,title
layout_color_preference,dev.dworks.apps.anexplorer.ui.LineColorPicker,color_picker
layout_color_preference,dev.dworks.apps.anexplorer.ui.LineColorPicker,shade_picker
layout_toolbar,androidx.appcompat.widget.Toolbar,toolbar
nav_header_main,LinearLayout,headerLayout
preference_category_material,TextView,title
pref_layout_color,ImageView,color_view
pro_layout,View,proWrapper
